Card_UID,Card_SNO
2421271,250R033871
2421272,250R033872
2421273,250R033873
2421274,250R033874
2421275,250R033875
2421276,250R033876
2421277,250R033877
2421278,250R033878
2421279,250R033879
2421280,250R033880
2421281,250R033881
2421282,250R033882
2421283,250R033883
2421284,250R033884
2421285,250R033885
2421286,250R033886
2421287,250R033887
2421288,250R033888
2421289,250R033889
2421290,250R033890
2421291,250R033891
2421292,250R033892
2421293,250R033893
2421294,250R033894
2421295,250R033895
2421296,250R033896
2421297,250R033897
2421298,250R033898
2421299,250R033899
2421300,250R033900
2421301,250R033901
2421302,250R033902
2421303,250R033903
2421304,250R033904
2421305,250R033905
2421306,250R033906
2421307,250R033907
2421308,250R033908
2421309,250R033909
2421310,250R033910
2421311,250R033911
2421312,250R033912
2421313,250R033913
2421314,250R033914
2421315,250R033915
2421316,250R033916
2421317,250R033917
2421318,250R033918
2421319,250R033919
2421320,250R033920
2421321,250R033921
2421322,250R033922
2421323,250R033923
2421324,250R033924
2421325,250R033925
2421326,250R033926
2421327,250R033927
2421328,250R033928
2421329,250R033929
2421330,250R033930
2421331,250R033931
2421332,250R033932
2421333,250R033933
2421334,250R033934
2421335,250R033935
2421336,250R033936
2421337,250R033937
2421338,250R033938
2421339,250R033939
2421340,250R033940
2421341,250R033941
2421342,250R033942
2421343,250R033943
2421344,250R033944
2421345,250R033945
2421346,250R033946
2421347,250R033947
2421348,250R033948
2421349,250R033949
2421350,250R033950
2421351,250R033951
2421352,250R033952
2421353,250R033953
2421354,250R033954
2421355,250R033955
2421356,250R033956
2421357,250R033957
2421358,250R033958
2421359,250R033959
2421360,250R033960
2421361,250R033961
2421362,250R033962
2421363,250R033963
2421364,250R033964
2421365,250R033965
2421366,250R033966
2421367,250R033967
2421368,250R033968
2421369,250R033969
2421370,250R033970
2421371,250R033971
2421372,250R033972
2421373,250R033973
2421374,250R033974
2421375,250R033975
2421376,250R033976
2421377,250R033977
2421378,250R033978
2421379,250R033979
2421380,250R033980
2421381,250R033981
2421382,250R033982
2421383,250R033983
2421384,250R033984
2421385,250R033985
2421386,250R033986
2421387,250R033987
2421388,250R033988
2421389,250R033989
2421390,250R033990
2421391,250R033991
2421392,250R033992
2421393,250R033993
2421394,250R033994
2421395,250R033995
2421396,250R033996
2421397,250R033997
2421398,250R033998
2421399,250R033999
2421400,250R034000
2421401,250R034001
2421402,250R034002
2421403,250R034003
2421404,250R034004
2421405,250R034005
2421406,250R034006
2421407,250R034007
2421408,250R034008
2421409,250R034009
2421410,250R034010
2421411,250R034011
2421412,250R034012
2421413,250R034013
2421414,250R034014
2421415,250R034015
2421416,250R034016
2421417,250R034017
2421418,250R034018
2421419,250R034019
2421420,250R034020
2421421,250R034021
2421422,250R034022
2421423,250R034023
2421424,250R034024
2421425,250R034025
2421426,250R034026
2421427,250R034027
2421428,250R034028
2421429,250R034029
2421430,250R034030
2421431,250R034031
2421432,250R034032
2421433,250R034033
2421434,250R034034
2421435,250R034035
2421436,250R034036
2421437,250R034037
2421438,250R034038
2421439,250R034039
2421440,250R034040
2421441,250R034041
2421442,250R034042
2421443,250R034043
2421444,250R034044
2421445,250R034045
2421446,250R034046
2421447,250R034047
2421448,250R034048
2421449,250R034049
2421450,250R034050
2421451,250R034051
2421452,250R034052
2421453,250R034053
2421454,250R034054
2421455,250R034055
2421456,250R034056
2421457,250R034057
2421458,250R034058
2421459,250R034059
2421460,250R034060
2421461,250R034061
2421462,250R034062
2421463,250R034063
2421464,250R034064
2421465,250R034065
2421466,250R034066
2421467,250R034067
2421468,250R034068
2421469,250R034069
2421470,250R034070
2421471,250R034071
2421472,250R034072
2421473,250R034073
2421474,250R034074
2421475,250R034075
2421476,250R034076
2421477,250R034077
2421478,250R034078
2421479,250R034079
2421480,250R034080
2421481,250R034081
2421482,250R034082
2421483,250R034083
2421484,250R034084
2421485,250R034085
2421486,250R034086
2421487,250R034087
2421488,250R034088
2421489,250R034089
2421490,250R034090
2421491,250R034091
2421492,250R034092
2421493,250R034093
2421494,250R034094
2421495,250R034095
2421496,250R034096
2421497,250R034097
2421498,250R034098
2421499,250R034099
2421500,250R034100
2421501,250R034101
2421502,250R034102
2421503,250R034103
2421504,250R034104
2421505,250R034105
2421506,250R034106
2421507,250R034107
2421508,250R034108
2421509,250R034109
2421510,250R034110
2421511,250R034111
2421512,250R034112
2421513,250R034113
2421514,250R034114
2421515,250R034115
2421516,250R034116
2421517,250R034117
2421518,250R034118
2421519,250R034119
2421520,250R034120
2421521,250R034121
2421522,250R034122
2421523,250R034123
2421524,250R034124
2421525,250R034125
2421526,250R034126
2421527,250R034127
2421528,250R034128
2421529,250R034129
2421530,250R034130
2421531,250R034131
2421532,250R034132
2421533,250R034133
2421534,250R034134
2421535,250R034135
2421536,250R034136
2421537,250R034137
2421538,250R034138
2421539,250R034139
2421540,250R034140
2421541,250R034141
2421542,250R034142
2421543,250R034143
2421544,250R034144
2421545,250R034145
2421546,250R034146
2421547,250R034147
2421548,250R034148
2421549,250R034149
2421550,250R034150
2421551,250R034151
2421552,250R034152
2421553,250R034153
2421554,250R034154
2421555,250R034155
2421556,250R034156
2421557,250R034157
2421558,250R034158
2421559,250R034159
2421560,250R034160
2421561,250R034161
2421562,250R034162
2421563,250R034163
2421564,250R034164
2421565,250R034165
2421566,250R034166
2421567,250R034167
2421568,250R034168
2421569,250R034169
2421570,250R034170
2421571,250R034171
2421572,250R034172
2421573,250R034173
2421574,250R034174
2421575,250R034175
2421576,250R034176
2421577,250R034177
2421578,250R034178
2421579,250R034179
2421580,250R034180
2421581,250R034181
2421582,250R034182
2421583,250R034183
2421584,250R034184
2421585,250R034185
2421586,250R034186
2421587,250R034187
2421588,250R034188
2421589,250R034189
2421590,250R034190
2421591,250R034191
2421592,250R034192
2421593,250R034193
2421594,250R034194
2421595,250R034195
2421596,250R034196
2421597,250R034197
2421598,250R034198
2421599,250R034199
2421600,250R034200
2421601,250R034201
2421602,250R034202
2421603,250R034203
2421604,250R034204
2421605,250R034205
2421606,250R034206
2421607,250R034207
2421608,250R034208
2421609,250R034209
2421610,250R034210
2421611,250R034211
2421612,250R034212
2421613,250R034213
2421614,250R034214
2421615,250R034215
2421616,250R034216
2421617,250R034217
2421618,250R034218
2421619,250R034219
2421620,250R034220
2421621,250R034221
2421622,250R034222
2421623,250R034223
2421624,250R034224
2421625,250R034225
2421626,250R034226
2421627,250R034227
2421628,250R034228
2421629,250R034229
2421630,250R034230
2421631,250R034231
2421632,250R034232
2421633,250R034233
2421634,250R034234
2421635,250R034235
2421636,250R034236
2421637,250R034237
2421638,250R034238
2421639,250R034239
2421640,250R034240
2421641,250R034241
2421642,250R034242
2421643,250R034243
2421644,250R034244
2421645,250R034245
2421646,250R034246
2421647,250R034247
2421648,250R034248
2421649,250R034249
2421650,250R034250
2421651,250R034251
2421652,250R034252
2421653,250R034253
2421654,250R034254
2421655,250R034255
2421656,250R034256
2421657,250R034257
2421658,250R034258
2421659,250R034259
2421660,250R034260
2421661,250R034261
2421662,250R034262
2421663,250R034263
2421664,250R034264
2421665,250R034265
2421666,250R034266
2421667,250R034267
2421668,250R034268
2421669,250R034269
2421670,250R034270
2421671,250R034271
2421672,250R034272
2421673,250R034273
2421674,250R034274
2421675,250R034275
2421676,250R034276
2421677,250R034277
2421678,250R034278
2421679,250R034279
2421680,250R034280
2421681,250R034281
2421682,250R034282
2421683,250R034283
2421684,250R034284
2421685,250R034285
2421686,250R034286
2421687,250R034287
2421688,250R034288
2421689,250R034289
2421690,250R034290
2421691,250R034291
2421692,250R034292
2421693,250R034293
2421694,250R034294
2421695,250R034295
2421696,250R034296
2421697,250R034297
2421698,250R034298
2421699,250R034299
2421700,250R034300
2421701,250R034301
2421702,250R034302
2421703,250R034303
2421704,250R034304
2421705,250R034305
2421706,250R034306
2421707,250R034307
2421708,250R034308
2421709,250R034309
2421710,250R034310
2421711,250R034311
2421712,250R034312
2421713,250R034313
2421714,250R034314
2421715,250R034315
2421716,250R034316
2421717,250R034317
2421718,250R034318
2421719,250R034319
2421720,250R034320
2421721,250R034321
2421722,250R034322
2421723,250R034323
2421724,250R034324
2421725,250R034325
2421726,250R034326
2421727,250R034327
2421728,250R034328
2421729,250R034329
2421730,250R034330
2421731,250R034331
2421732,250R034332
2421733,250R034333
2421734,250R034334
2421735,250R034335
2421736,250R034336
2421737,250R034337
2421738,250R034338
2421739,250R034339
2421740,250R034340
2421741,250R034341
2421742,250R034342
2421743,250R034343
2421744,250R034344
2421745,250R034345
2421746,250R034346
2421747,250R034347
2421748,250R034348
2421749,250R034349
2421750,250R034350
2421751,250R034351
2421752,250R034352
2421753,250R034353
2421754,250R034354
2421755,250R034355
2421756,250R034356
2421757,250R034357
2421758,250R034358
2421759,250R034359
2421760,250R034360
2421761,250R034361
2421762,250R034362
2421763,250R034363
2421764,250R034364
2421765,250R034365
2421766,250R034366
2421767,250R034367
2421768,250R034368
2421769,250R034369
2421770,250R034370
2421771,250R034371
2421772,250R034372
2421773,250R034373
2421774,250R034374
2421775,250R034375
2421776,250R034376
2421777,250R034377
2421778,250R034378
2421779,250R034379
2421780,250R034380
2421781,250R034381
2421782,250R034382
2421783,250R034383
2421784,250R034384
2421785,250R034385
2421786,250R034386
2421787,250R034387
2421788,250R034388
2421789,250R034389
2421790,250R034390
2421791,250R034391
2421792,250R034392
2421793,250R034393
2421794,250R034394
2421795,250R034395
2421796,250R034396
2421797,250R034397
2421798,250R034398
2421799,250R034399
2421800,250R034400
2421801,250R034401
2421802,250R034402
2421803,250R034403
2421804,250R034404
2421805,250R034405
2421806,250R034406
2421807,250R034407
2421808,250R034408
2421809,250R034409
2421810,250R034410
2421811,250R034411
2421812,250R034412
2421813,250R034413
2421814,250R034414
2421815,250R034415
2421816,250R034416
2421817,250R034417
2421818,250R034418
2421819,250R034419
2421820,250R034420
2421821,250R034421
2421822,250R034422
2421823,250R034423
2421824,250R034424
2421825,250R034425
2421826,250R034426
2421827,250R034427
2421828,250R034428
2421829,250R034429
2421830,250R034430
2421831,250R034431
2421832,250R034432
2421833,250R034433
2421834,250R034434
2421835,250R034435
2421836,250R034436
2421837,250R034437
2421838,250R034438
2421839,250R034439
2421840,250R034440
2421841,250R034441
2421842,250R034442
2421843,250R034443
2421844,250R034444
2421845,250R034445
2421846,250R034446
2421847,250R034447
2421848,250R034448
2421849,250R034449
2421850,250R034450
2421851,250R034451
2421852,250R034452
2421853,250R034453
2421854,250R034454
2421855,250R034455
2421856,250R034456
2421857,250R034457
2421858,250R034458
2421859,250R034459
2421860,250R034460
2421861,250R034461
2421862,250R034462
2421863,250R034463
2421864,250R034464
2421865,250R034465
2421866,250R034466
2421867,250R034467
2421868,250R034468
2421869,250R034469
2421870,250R034470
2421871,250R034471
2421872,250R034472
2421873,250R034473
2421874,250R034474
2421875,250R034475
2421876,250R034476
2421877,250R034477
2421878,250R034478
2421879,250R034479
2421880,250R034480
2421881,250R034481
2421882,250R034482
2421883,250R034483
2421884,250R034484
2421885,250R034485
2421886,250R034486
2421887,250R034487
2421888,250R034488
2421889,250R034489
2421890,250R034490
2421891,250R034491
2421892,250R034492
2421893,250R034493
2421894,250R034494
2421895,250R034495
2421896,250R034496
2421897,250R034497
2421898,250R034498
2421899,250R034499
2421900,250R034500
2421901,250R034501
2421902,250R034502
2421903,250R034503
2421904,250R034504
2421905,250R034505
2421906,250R034506
2421907,250R034507
2421908,250R034508
2421909,250R034509
2421910,250R034510
2421911,250R034511
2421912,250R034512
2421913,250R034513
2421914,250R034514
2421915,250R034515
2421916,250R034516
2421917,250R034517
2421918,250R034518
2421919,250R034519
2421920,250R034520
2421921,250R034521
2421922,250R034522
2421923,250R034523
2421924,250R034524
2421925,250R034525
2421926,250R034526
2421927,250R034527
2421928,250R034528
2421929,250R034529
2421930,250R034530
2421931,250R034531
2421932,250R034532
2421933,250R034533
2421934,250R034534
2421935,250R034535
2421936,250R034536
2421937,250R034537
2421938,250R034538
2421939,250R034539
2421940,250R034540
2421941,250R034541
2421942,250R034542
2421943,250R034543
2421944,250R034544
2421945,250R034545
2421946,250R034546
2421947,250R034547
2421948,250R034548
2421949,250R034549
2421950,250R034550
2421951,250R034551
2421952,250R034552
2421953,250R034553
2421954,250R034554
2421955,250R034555
2421956,250R034556
2421957,250R034557
2421958,250R034558
2421959,250R034559
2421960,250R034560
2421961,250R034561
2421962,250R034562
2421963,250R034563
2421964,250R034564
2421965,250R034565
2421966,250R034566
2421967,250R034567
2421968,250R034568
2421969,250R034569
2421970,250R034570
2421971,250R034571
2421972,250R034572
2421973,250R034573
2421974,250R034574
2421975,250R034575
2421976,250R034576
2421977,250R034577
2421978,250R034578
2421979,250R034579
2421980,250R034580
2421981,250R034581
2421982,250R034582
2421983,250R034583
2421984,250R034584
2421985,250R034585
2421986,250R034586
2421987,250R034587
2421988,250R034588
2421989,250R034589
2421990,250R034590
2421991,250R034591
2421992,250R034592
2421993,250R034593
2421994,250R034594
2421995,250R034595
2421996,250R034596
2421997,250R034597
2421998,250R034598
2421999,250R034599
2422000,250R034600
2422001,250R034601
2422002,250R034602
2422003,250R034603
2422004,250R034604
2422005,250R034605
2422006,250R034606
2422007,250R034607
2422008,250R034608
2422009,250R034609
2422010,250R034610
2422011,250R034611
2422012,250R034612
2422013,250R034613
2422014,250R034614
2422015,250R034615
2422016,250R034616
2422017,250R034617
2422018,250R034618
2422019,250R034619
2422020,250R034620
2422021,250R034621
2422022,250R034622
2422023,250R034623
2422024,250R034624
2422025,250R034625
2422026,250R034626
2422027,250R034627
2422028,250R034628
2422029,250R034629
2422030,250R034630
2422031,250R034631
2422032,250R034632
2422033,250R034633
2422034,250R034634
2422035,250R034635
2422036,250R034636
2422037,250R034637
2422038,250R034638
2422039,250R034639
2422040,250R034640
2422041,250R034641
2422042,250R034642
2422043,250R034643
2422044,250R034644
2422045,250R034645
2422046,250R034646
2422047,250R034647
2422048,250R034648
2422049,250R034649
2422050,250R034650
2422051,250R034651
2422052,250R034652
2422053,250R034653
2422054,250R034654
2422055,250R034655
2422056,250R034656
2422057,250R034657
2422058,250R034658
2422059,250R034659
2422060,250R034660
2422061,250R034661
2422062,250R034662
2422063,250R034663
2422064,250R034664
2422065,250R034665
2422066,250R034666
2422067,250R034667
2422068,250R034668
2422069,250R034669
2422070,250R034670
2422071,250R034671
2422072,250R034672
2422073,250R034673
2422074,250R034674
2422075,250R034675
2422076,250R034676
2422077,250R034677
2422078,250R034678
2422079,250R034679
2422080,250R034680
2422081,250R034681
2422082,250R034682
2422083,250R034683
2422084,250R034684
2422085,250R034685
